stop_id1,stop_id2,walking_time
8503088:0:22,8503000:0:33AB,155
8503088:0:22,8503000:0:34,155
8503088:0:22,8503000:0:34AB,155
8503088:0:22,8503000:0:4,155
8503088:0:22,8503000:0:41/42,155
8503088:0:22,8503000:0:43/44,155
8503088:0:22,8503000:0:5,155
8503088:0:22,8503000:0:6,155
8503088:0:22,8503000:0:7,155
8503088:0:22,8503000:0:8,155
8503088:0:22,8503000:0:9,155
8503088:0:22,8503000P,155
8503088:0:22,8503088:0,0
8503088:0:22,8503088:0:21,0
8503088:0:22,8503088P,0
8503088:0:22,8503446,353
8503088:0:22,8587348,28
8503088:0:22,8587349,343
8503088:0:22,8591067,115
8503088:0:22,8591262,271
8503088:0:22,8591316,405
8503088:0:22,8591327,593
8503088:0:22,8591368,304
8503088:0:22,8591379,547
8503088:0:22,8596126,413
8503088:0:22,Parent8503000,155
8503088:0:22,Parent8503088,25
8503088P,8503000,155
8503088P,8503000:0,155
8503088P,8503000:0:10,155
8503088P,8503000:0:11,155
8503088P,8503000:0:12,155
8503088P,8503000:0:13,155
8503088P,8503000:0:14,155
8503088P,8503000:0:15,155
8503088P,8503000:0:16,155
8503088P,8503000:0:17,155
8503088P,8503000:0:18,155
8503088P,8503000:0:3,155
8503088P,8503000:0:31,155
8503088P,8503000:0:32,155
8503088P,8503000:0:32AB,155
8503088P,8503000:0:32CD,155
8503088P,8503000:0:33,155
8503088P,8503000:0:33AB,155
8503088P,8503000:0:34,155
8503088P,8503000:0:34AB,155
8503088P,8503000:0:4,155
8503088P,8503000:0:41/42,155
8503088P,8503000:0:43/44,155
8503088P,8503000:0:5,155
8503088P,8503000:0:6,155
8503088P,8503000:0:7,155
8503088P,8503000:0:8,155
8503088P,8503000:0:9,155
8503088P,8503000P,155
8503088P,8503088:0,0
8503088P,8503088:0:21,0
8503088P,8503088:0:22,0
8503088P,8503446,353
8503088P,8587348,28
8503088P,8587349,343
8503088P,8591067,115
8503088P,8591262,271
8503088P,8591316,405
8503088P,8591327,593
8503088P,8591368,304
8503088P,8591379,547
8503088P,8596126,413
8503088P,Parent8503000,155
8503088P,Parent8503088,25
8503089,8503089:0:1,0
8503089:0:1,8503089,0
8503090,8503090:0:1,0
8503090,8503090:0:101,0
8503090,8503090:0:2,0
8503090,8503090:0:201,0
8503090,8591064,147
8503090,8591219,594
8503090,8591367,480
8503090,8591369,380
8503090,8591381,346
8503090,8591404,562
8503090,Parent8503090,0
8503090:0:1,8503090,0
8503090:0:1,8503090:0:101,0
8503090:0:1,8503090:0:2,0
8503090:0:1,8503090:0:201,0
8503090:0:1,8591064,147
8503090:0:1,8591219,594
8503090:0:1,8591367,480
8503090:0:1,8591369,380
8503090:0:1,8591381,346
8503090:0:1,8591404,562
8503090:0:1,Parent8503090,0
8503090:0:101,8503090,0
8503090:0:101,8503090:0:1,0
8503090:0:101,8503090:0:2,0
8503090:0:101,8503090:0:201,0
8503090:0:101,8591064,147
8503090:0:101,8591219,594
8503090:0:101,8591367,480
8503090:0:101,8591369,380
8503090:0:101,8591381,346
8503090:0:101,8591404,562
8503090:0:101,Parent8503090,0
8503090:0:2,8503090,0
8503090:0:2,8503090:0:1,0
8503090:0:2,8503090:0:101,0
8503090:0:2,8503090:0:201,0
8503090:0:2,8591064,147
8503090:0:2,8591219,594
8503090:0:2,8591367,480
8503090:0:2,8591369,380
8503090:0:2,8591381,346
8503090:0:2,8591404,562
8503090:0:2,Parent8503090,0
8503090:0:201,8503090,0
8503090:0:201,8503090:0:1,0
8503090:0:201,8503090:0:101,0
8503090:0:201,8503090:0:2,0
8503090:0:201,8591064,147
8503090:0:201,8591219,594
8503090:0:201,8591367,480
8503090:0:201,8591369,380
8503090:0:201,8591381,346
8503090:0:201,8591404,562
8503090:0:201,Parent8503090,0
8503091,8503051,497
8503091,8503051:0:1,497
8503091,8503051:0:19,497
8503091,8503051:0:410,497
8503091,8503087,436
8503091,8503087:0:1,436
8503091,8503087:0:103,436
8503091,8503087:0:2,436
8503091,8503087:0:203,436
8503091,8503091:0:1,0
8503091,8503091:0:12,0
8503091,8506517,476
8503091,8591269,260
8503091,8591329,480
8503091,8591365,421
8503091,8591366,267
8503091,8591415,509
8503091,8591824,494
8503091,Parent8503051,497
8503091,Parent8503087,436
8503091,Parent8503091,0
8503091:0:1,8503051,497
8503091:0:1,8503051:0:1,497
8503091:0:1,8503051:0:19,497
8503091:0:1,8503051:0:410,497
8503091:0:1,8503087,436
8503091:0:1,8503087:0:1,436
8503091:0:1,8503087:0:103,436
8503091:0:1,8503087:0:2,436
8503091:0:1,8503087:0:203,436
8503091:0:1,8503091,0
8503091:0:1,8503091:0:12,0
8503091:0:1,8506517,476
8503091:0:1,8591269,260
8503091:0:1,8591329,480
8503091:0:1,8591365,421
8503091:0:1,8591366,267
8503091:0:1,8591415,509
8503091:0:1,8591824,494
8503091:0:1,Parent8503051,497
8503091:0:1,Parent8503087,436
8503091:0:1,Parent8503091,0
8503091:0:12,8503051,497
8503091:0:12,8503051:0:1,497
8503091:0:12,8503051:0:19,497
8503091:0:12,8503051:0:410,497
8503091:0:12,8503087,436
8503091:0:12,8503087:0:1,436
8503091:0:12,8503087:0:103,436
8503091:0:12,8503087:0:2,436
8503091:0:12,8503087:0:203,436
8503091:0:12,8503091,0
8503091:0:12,8503091:0:1,0
8503091:0:12,8506517,476
8503091:0:12,8591269,260
8503091:0:12,8591329,480
8503091:0:12,8591365,421
8503091:0:12,8591366,267
8503091:0:12,8591415,509
8503091:0:12,8591824,494
8503091:0:12,Parent8503051,497
8503091:0:12,Parent8503087,436
8503091:0:12,Parent8503091,0
8503093,8503093:0:1,0
8503093,8503093:0:42,0
8503093,8503094,464
8503093,8503094:0:1,464
8503093,8503094:0:2,464
8503093,8591061,445
8503093,8591154,261
8503093,8591268,129
8503093,Parent8503093,0
8503093,Parent8503094,464
8503093:0:1,8503093,0
8503093:0:1,8503093:0:42,0
8503093:0:1,8503094,464
8503093:0:1,8503094:0:1,464
8503093:0:1,8503094:0:2,464
8503093:0:1,8591061,445
8503093:0:1,8591154,261
8503093:0:1,8591268,129
8503093:0:1,Parent8503093,0
8503093:0:1,Parent8503094,464
8503093:0:42,8503093,0
8503093:0:42,8503093:0:1,0
8503093:0:42,8503094,464
8503093:0:42,8503094:0:1,464
8503093:0:42,8503094:0:2,464
8503093:0:42,8591061,445
8503093:0:42,8591154,261
8503093:0:42,8591268,129
8503093:0:42,Parent8503093,0
8503093:0:42,Parent8503094,464
8503094,8503093,464
8503094,8503093:0:1,464
8503094,8503093:0:42,464
8503094,8503094:0:1,0
8503094,8503094:0:2,0
8503094,8591061,19
8503094,8591154,204
8503094,8591268,427
8503094,8591270,490
8503094,Parent8503093,464
8503094,Parent8503094,0
8503094:0:1,8503093,464
8503094:0:1,8503093:0:1,464
8503094:0:1,8503093:0:42,464
8503094:0:1,8503094,0
8503094:0:1,8503094:0:2,0
8503094:0:1,8591061,19
8503094:0:1,8591154,204
8503094:0:1,8591268,427
8503094:0:1,8591270,490
8503094:0:1,Parent8503093,464
8503094:0:1,Parent8503094,0
8503094:0:2,8503093,464
8503094:0:2,8503093:0:1,464
8503094:0:2,8503093:0:42,464
8503094:0:2,8503094,0
8503094:0:2,8503094:0:1,0
8503094:0:2,8591061,19
8503094:0:2,8591154,204
8503094:0:2,8591268,427
8503094:0:2,8591270,490
8503094:0:2,Parent8503093,464
8503094:0:2,Parent8503094,0
8503095,8503095:0:1,0
8503095,8590466,583
8503095,8590469,557
8503095:0:1,8503095,0
8503095:0:1,8590466,583
8503095:0:1,8590469,557
8503096,8503082,567
8503096,8503096:0:2,0
8503096,8503096:0:3,0
8503096,8590464,45
8503096,8590464:0:A,45
8503096,8590464:0:B,45
8503096,8590464:0:C,45
8503096,8590465,302
8503096,8590474,458
8503096,8590478,151
8503096,Parent8503096,0
8503096,Parent8590464,45
8503096:0:2,8503082,567
8503096:0:2,8503096,0
8503096:0:2,8503096:0:3,0
8503096:0:2,8590464,45
8503096:0:2,8590464:0:A,45
8503096:0:2,8590464:0:B,45
8503096:0:2,8590464:0:C,45
8503096:0:2,8590465,302
8503096:0:2,8590474,458
8503096:0:2,8590478,151
8503096:0:2,Parent8503096,0
8503096:0:2,Parent8590464,45
8503096:0:3,8503082,567
8503096:0:3,8503096,0
8503096:0:3,8503096:0:2,0
8503096:0:3,8590464,45
8503096:0:3,8590464:0:A,45
8503096:0:3,8590464:0:B,45
8503096:0:3,8590464:0:C,45
8503096:0:3,8590465,302
8503096:0:3,8590474,458
8503096:0:3,8590478,151
8503096:0:3,Parent8503096,0
8503096:0:3,Parent8590464,45
8503097,8503097:0:1,0
8503097,8503097:0:2,0
8503097,8573160,527
8503097,8573161,19
8503097,8573162,433
8503097,Parent8503097,0
8503097:0:1,8503097,0
8503097:0:1,8503097:0:2,0
8503097:0:1,8573160,527
8503097:0:1,8573161,19
8503097:0:1,8573162,433
8503097:0:1,Parent8503097,0
8503097:0:2,8503097,0
8503097:0:2,8503097:0:1,0
8503097:0:2,8573160,527
8503097:0:2,8573161,19
8503097:0:2,8573162,433
8503097:0:2,Parent8503097,0
8503098,8503098:0:2,0
8503098,8590807,28
8503098:0:2,8503098,0
8503098:0:2,8590807,28
8503099,8503099:0:1,0
8503099,8590465,574
8503099,8590467,454
8503099,8590475,387
8503099,8590486,431
8503099:0:1,8503099,0
8503099:0:1,8590465,574
8503099:0:1,8590467,454
8503099:0:1,8590475,387
8503099:0:1,8590486,431
8503100:0,8503100:0:2,0
8503100:0,8503100:0:3,0
8503100:0,8503100P,0
8503100:0,8503655,320
8503100:0,8576183,590
8503100:0,8576184,39
8503100:0,8576202,531
8503100:0,8576203,475
8503100:0,Parent8503100,0
8503100:0:2,8503100:0,0
8503100:0:2,8503100:0:3,0
8503100:0:2,8503100P,0
8503100:0:2,8503655,320
8503100:0:2,8576183,590
8503100:0:2,8576184,39
8503100:0:2,8576202,531
8503100:0:2,8576203,475
8503100:0:2,Parent8503100,0
8503100:0:3,8503100:0,0
8503100:0:3,8503100:0:2,0
8503100:0:3,8503100P,0
8503100:0:3,8503655,320
8503100:0:3,8576183,590
8503100:0:3,8576184,39
8503100:0:3,8576202,531
8503100:0:3,8576203,475
8503100:0:3,Parent8503100,0
8503100P,8503100:0,0
8503100P,8503100:0:2,0
8503100P,8503100:0:3,0
8503100P,8503655,320
8503100P,8576183,590
8503100P,8576184,39
8503100P,8576202,531
8503100P,8576203,475
8503100P,Parent8503100,0
8503101:0,8503101:0:3,0
8503101:0,8503101:0:4,0
8503101:0,8503101P,0
8503101:0,8503657,312
8503101:0,8576209,432
8503101:0,8576216,517
8503101:0,8576223,52
8503101:0,8590704,494
8503101:0,8590705,184
8503101:0,Parent8503101,0
8503101:0:3,8503101:0,0
8503101:0:3,8503101:0:4,0
8503101:0:3,8503101P,0
8503101:0:3,8503657,312
8503101:0:3,8576209,432
8503101:0:3,8576216,517
8503101:0:3,8576223,52
8503101:0:3,8590704,494
8503101:0:3,8590705,184
8503101:0:3,Parent8503101,0
8503101:0:4,8503101:0,0
8503101:0:4,8503101:0:3,0
8503101:0:4,8503101P,0
8503101:0:4,8503657,312
8503101:0:4,8576209,432
8503101:0:4,8576216,517
8503101:0:4,8576223,52
8503101:0:4,8590704,494
8503101:0:4,8590705,184
8503101:0:4,Parent8503101,0
8503101P,8503101:0,0
8503101P,8503101:0:3,0
8503101P,8503101:0:4,0
8503101P,8503657,312
8503101P,8576209,432
8503101P,8576216,517
8503101P,8576223,52
8503101P,8590704,494
8503101P,8590705,184
8503101P,Parent8503101,0
8503102:0,8503102:0:2,0
8503102:0,8503102:0:3,0
8503102:0,8503102P,0
8503102:0,8503659,387
8503102:0,8587964,454
8503102:0,8587965,37
8503102:0,8587966,183
8503102:0,8587971,291
8503102:0,8587974,362
8503102:0,Parent8503102,0
8503102:0:2,8503102:0,0
8503102:0:2,8503102:0:3,0
8503102:0:2,8503102P,0
8503102:0:2,8503659,387
8503102:0:2,8587964,454
8503102:0:2,8587965,37
8503102:0:2,8587966,183
8503102:0:2,8587971,291
8503102:0:2,8587974,362
8503102:0:2,Parent8503102,0
8503102:0:3,8503102:0,0
8503102:0:3,8503102:0:2,0
8503102:0:3,8503102P,0
8503102:0:3,8503659,387
8503102:0:3,8587964,454
8503102:0:3,8587965,37
8503102:0:3,8587966,183
8503102:0:3,8587971,291
8503102:0:3,8587974,362
8503102:0:3,Parent8503102,0
8503102P,8503102:0,0
8503102P,8503102:0:2,0
8503102P,8503102:0:3,0
8503102P,8503659,387
8503102P,8587964,454
8503102P,8587965,37
8503102P,8587966,183
8503102P,8587971,291
8503102P,8587974,362
8503102P,Parent8503102,0
8503103:0,8503103:0:2,0
8503103:0,8503103:0:3,0
8503103:0,8503103P,0
8503103:0,8503660,422
8503103:0,8587982,522
8503103:0,8587992,567
8503103:0,8587998,357
8503103:0,8588011,44
8503103:0,8590647,141
8503103:0,8595723,129
8503103:0,Parent8503103,0
8503103:0:2,8503103:0,0
8503103:0:2,8503103:0:3,0
8503103:0:2,8503103P,0
8503103:0:2,8503660,422
8503103:0:2,8587982,522
8503103:0:2,8587992,567
8503103:0:2,8587998,357
8503103:0:2,8588011,44
8503103:0:2,8590647,141
8503103:0:2,8595723,129
8503103:0:2,Parent8503103,0
8503103:0:3,8503103:0,0
8503103:0:3,8503103:0:2,0
8503103:0:3,8503103P,0
8503103:0:3,8503660,422
8503103:0:3,8587982,522
8503103:0:3,8587992,567
8503103:0:3,8587998,357
8503103:0:3,8588011,44
8503103:0:3,8590647,141
8503103:0:3,8595723,129
8503103:0:3,Parent8503103,0
8503103P,8503103:0,0
8503103P,8503103:0:2,0
8503103P,8503103:0:3,0
8503103P,8503660,422
8503103P,8587982,522
8503103P,8587992,567
8503103P,8587998,357
8503103P,8588011,44
8503103P,8590647,141
8503103P,8595723,129
8503103P,Parent8503103,0
8503104:0,8503104:0:2,0
8503104:0,8503104:0:3,0
8503104:0,8503104P,0
8503104:0,8503661,569
8503104:0,8505448,437
8503104:0,8576080,83
8503104:0,8588014,532
8503104:0,8588023,265
8503104:0,Parent8503104,0
8503104:0:2,8503104:0,0
8503104:0:2,8503104:0:3,0
8503104:0:2,8503104P,0
8503104:0:2,8503661,569
8503104:0:2,8505448,437
8503104:0:2,8576080,83
8503104:0:2,8588014,532
8503104:0:2,8588023,265
8503104:0:2,Parent8503104,0
8503104:0:3,8503104:0,0
8503104:0:3,8503104:0:2,0
8503104:0:3,8503104P,0
8503104:0:3,8503661,569
8503104:0:3,8505448,437
8503104:0:3,8576080,83
8503104:0:3,8588014,532
8503104:0:3,8588023,265
8503104:0:3,Parent8503104,0
8503104P,8503104:0,0
8503104P,8503104:0:2,0
8503104P,8503104:0:3,0
8503104P,8503661,569
8503104P,8505448,437
8503104P,8576080,83
8503104P,8588014,532
8503104P,8588023,265
8503104P,Parent8503104,0
8503105:0,8503105:0:1,0
8503105:0,8503105:0:2,0
8503105:0,8503105:0:3,0
8503105:0,8503105P,0
8503105:0,8587951,17
8503105:0,8588046,353
8503105:0,Parent8503105,0
8503105:0:1,8503105:0,0
8503105:0:1,8503105:0:2,0
8503105:0:1,8503105:0:3,0
8503105:0:1,8503105P,0
8503105:0:1,8587951,17
8503105:0:1,8588046,353
8503105:0:1,Parent8503105,0
8503105:0:2,8503105:0,0
8503105:0:2,8503105:0:1,0
8503105:0:2,8503105:0:3,0
8503105:0:2,8503105P,0
8503105:0:2,8587951,17
8503105:0:2,8588046,353
8503105:0:2,Parent8503105,0
8503105:0:3,8503105:0,0
8503105:0:3,8503105:0:1,0
8503105:0:3,8503105:0:2,0
8503105:0:3,8503105P,0
8503105:0:3,8587951,17
8503105:0:3,8588046,353
8503105:0:3,Parent8503105,0
8503105P,8503105:0,0
8503105P,8503105:0:1,0
8503105P,8503105:0:2,0
8503105P,8503105:0:3,0
8503105P,8587951,17
8503105P,8588046,353
8503105P,Parent8503105,0
8503111:0,8503111:0:1,0
8503111:0,8503111:0:2,0
8503111:0,8503111P,0
8503111:0,8587977,460
8503111:0,8587979,488
8503111:0,Parent8503111,0
8503111:0:1,8503111:0,0
8503111:0:1,8503111:0:2,0
8503111:0:1,8503111P,0
8503111:0:1,8587977,460
8503111:0:1,8587979,488
8503111:0:1,Parent8503111,0
8503111:0:2,8503111:0,0
8503111:0:2,8503111:0:1,0
8503111:0:2,8503111P,0
8503111:0:2,8587977,460
8503111:0:2,8587979,488
8503111:0:2,Parent8503111,0
8503111P,8503111:0,0
8503111P,8503111:0:1,0
8503111P,8503111:0:2,0
8503111P,8587977,460
8503111P,8587979,488
8503111P,Parent8503111,0
8503124:0,8503124:0:1,0
8503124:0,8503124:0:2,0
8503124:0,8503124P,0
8503124:0,Parent8503124,0
8503124:0:1,8503124:0,0
8503124:0:1,8503124:0:2,0
8503124:0:1,8503124P,0
8503124:0:1,Parent8503124,0
8503124:0:2,8503124:0,0
8503124:0:2,8503124:0:1,0
8503124:0:2,8503124P,0
8503124:0:2,Parent8503124,0
8503124P,8503124:0,0
8503124P,8503124:0:1,0
8503124P,8503124:0:2,0
8503124P,Parent8503124,0
8503125:0,8503125:0:1,0
8503125:0,8503125:0:2,0
8503125:0,8503125:0:3,0
8503125:0,8503125P,0
8503125:0,8573504,154
8503125:0,8576095,449
8503125:0,8580879,229
8503125:0,8581548,254
8503125:0,8587952,308
8503125:0,8588051,491
8503125:0,8588055,534
8503125:0,Parent8503125,0
8503125:0:1,8503125:0,0
8503125:0:1,8503125:0:2,0
8503125:0:1,8503125:0:3,0
8503125:0:1,8503125P,0
8503125:0:1,8573504,154
8503125:0:1,8576095,449
8503125:0:1,8580879,229
8503125:0:1,8581548,254
8503125:0:1,8587952,308
8503125:0:1,8588051,491
8503125:0:1,8588055,534
8503125:0:1,Parent8503125,0
8503125:0:2,8503125:0,0
8503125:0:2,8503125:0:1,0
8503125:0:2,8503125:0:3,0
8503125:0:2,8503125P,0
8503125:0:2,8573504,154
8503125:0:2,8576095,449
8503125:0:2,8580879,229
8503125:0:2,8581548,254
8503125:0:2,8587952,308
8503125:0:2,8588051,491
8503125:0:2,8588055,534
8503125:0:2,Parent8503125,0
8503125:0:3,8503125:0,0
8503125:0:3,8503125:0:1,0
8503125:0:3,8503125:0:2,0
8503125:0:3,8503125P,0
8503125:0:3,8573504,154
8503125:0:3,8576095,449
8503125:0:3,8580879,229
8503125:0:3,8581548,254
8503125:0:3,8587952,308
8503125:0:3,8588051,491
8503125:0:3,8588055,534
8503125:0:3,Parent8503125,0
8503125P,8503125:0,0
8503125P,8503125:0:1,0
8503125P,8503125:0:2,0
8503125P,8503125:0:3,0
8503125P,8573504,154
8503125P,8576095,449
8503125P,8580879,229
8503125P,8581548,254
8503125P,8587952,308
8503125P,8588051,491
8503125P,8588055,534
8503125P,Parent8503125,0
8503126,8503126:0,0
8503126,8503126:0:1,0
8503126,8503126:0:2,0
8503126,8503126:0:384,0
8503126,8503126P,0
8503126,8590636,469
8503126,8590721,511
8503126,Parent8503126,0
8503126:0,8503126,0
8503126:0,8503126:0:1,0
8503126:0,8503126:0:2,0
8503126:0,8503126:0:384,0
8503126:0,8503126P,0
8503126:0,8590636,469
8503126:0,8590721,511
8503126:0,Parent8503126,0
8503126:0:1,8503126,0
8503126:0:1,8503126:0,0
8503126:0:1,8503126:0:2,0
8503126:0:1,8503126:0:384,0
8503126:0:1,8503126P,0
8503126:0:1,8590636,469
8503126:0:1,8590721,511
8503126:0:1,Parent8503126,0
8503126:0:2,8503126,0
8503126:0:2,8503126:0,0
8503126:0:2,8503126:0:1,0
8503126:0:2,8503126:0:384,0
8503126:0:2,8503126P,0
8503126:0:2,8590636,469
8503126:0:2,8590721,511
8503126:0:2,Parent8503126,0
8503126:0:384,8503126,0
8503126:0:384,8503126:0,0
8503126:0:384,8503126:0:1,0
8503126:0:384,8503126:0:2,0
8503126:0:384,8503126P,0
8503126:0:384,8590636,469
8503126:0:384,8590721,511
8503126:0:384,Parent8503126,0
8503126P,8503126,0
8503126P,8503126:0,0
8503126P,8503126:0:1,0
8503126P,8503126:0:2,0
8503126P,8503126:0:384,0
8503126P,8590636,469
8503126P,8590721,511
8503126P,Parent8503126,0
8503127:0,8503127:0:1,0
8503127:0,8503127:0:2,0
8503127:0,8503127:0:3,0
8503127:0,8503127P,0
8503127:0,8576127,123
8503127:0,8576127:0,123
8503127:0,8576127:0:A,123
8503127:0,8576127:0:B,123
8503127:0,8576127:0:C,123
8503127:0,8576127:0:D,123
8503127:0,8576127:0:E,123
8503127:0,8576127:0:F,123
8503127:0,8576127P,123
8503127:0,Parent8503127,0
8503127:0,Parent8576127,123
8503127:0:1,8503127:0,0
8503127:0:1,8503127:0:2,0
8503127:0:1,8503127:0:3,0
8503127:0:1,8503127P,0
8503127:0:1,8576127,123
8503127:0:1,8576127:0,123
8503127:0:1,8576127:0:A,123
8503127:0:1,8576127:0:B,123
8503127:0:1,8576127:0:C,123
8503127:0:1,8576127:0:D,123
8503127:0:1,8576127:0:E,123
8503127:0:1,8576127:0:F,123
8503127:0:1,8576127P,123
8503127:0:1,Parent8503127,0
8503127:0:1,Parent8576127,123
8503127:0:2,8503127:0,0
8503127:0:2,8503127:0:1,0
8503127:0:2,8503127:0:3,0
8503127:0:2,8503127P,0
8503127:0:2,8576127,123
8503127:0:2,8576127:0,123
8503127:0:2,8576127:0:A,123
8503127:0:2,8576127:0:B,123
8503127:0:2,8576127:0:C,123
8503127:0:2,8576127:0:D,123
8503127:0:2,8576127:0:E,123
8503127:0:2,8576127:0:F,123
8503127:0:2,8576127P,123
8503127:0:2,Parent8503127,0
8503127:0:2,Parent8576127,123
8503127:0:3,8503127:0,0
8503127:0:3,8503127:0:1,0
8503127:0:3,8503127:0:2,0
8503127:0:3,8503127P,0
8503127:0:3,8576127,123
8503127:0:3,8576127:0,123
8503127:0:3,8576127:0:A,123
8503127:0:3,8576127:0:B,123
8503127:0:3,8576127:0:C,123
8503127:0:3,8576127:0:D,123
8503127:0:3,8576127:0:E,123
8503127:0:3,8576127:0:F,123
8503127:0:3,8576127P,123
8503127:0:3,Parent8503127,0
8503127:0:3,Parent8576127,123
8503127P,8503127:0,0
8503127P,8503127:0:1,0
8503127P,8503127:0:2,0
8503127P,8503127:0:3,0
8503127P,8576127,123
8503127P,8576127:0,123
8503127P,8576127:0:A,123
8503127P,8576127:0:B,123
8503127P,8576127:0:C,123
8503127P,8576127:0:D,123
8503127P,8576127:0:E,123
8503127P,8576127:0:F,123
8503127P,8576127P,123
8503127P,Parent8503127,0
8503127P,Parent8576127,123
8503128:0,8503128:0:3,0
8503128:0,8503128:0:4,0
8503128:0,8503128P,0
8503128:0,8587653,42
8503128:0,8590548,126
8503128:0,8590550,400
8503128:0,8590553,541
8503128:0,8590558,570
8503128:0,8590575,441
8503128:0,8590586,324
8503128:0,8590589,537
8503128:0,Parent8503128,0
8503128:0:3,8503128:0,0
8503128:0:3,8503128:0:4,0
8503128:0:3,8503128P,0
8503128:0:3,8587653,42
8503128:0:3,8590548,126
8503128:0:3,8590550,400
8503128:0:3,8590553,541
8503128:0:3,8590558,570
8503128:0:3,8590575,441
8503128:0:3,8590586,324
8503128:0:3,8590589,537
8503128:0:3,Parent8503128,0
8503128:0:4,8503128:0,0
8503128:0:4,8503128:0:3,0
8503128:0:4,8503128P,0
8503128:0:4,8587653,42
8503128:0:4,8590548,126
8503128:0:4,8590550,400
8503128:0:4,8590553,541
8503128:0:4,8590558,570
8503128:0:4,8590575,441
8503128:0:4,8590586,324
8503128:0:4,8590589,537
8503128:0:4,Parent8503128,0
8503128P,8503128:0,0
8503128P,8503128:0:3,0
8503128P,8503128:0:4,0
8503128P,8587653,42
8503128P,8590548,126
8503128P,8590550,400
8503128P,8590553,541
8503128P,8590558,570
8503128P,8590575,441
8503128P,8590586,324
8503128P,8590589,537
8503128P,Parent8503128,0
8503129:0,8503129:0:3,0
8503129:0,8503129:0:4,0
8503129:0,8503129P,0
8503129:0,8587651:0,578
8503129:0,8587651:0:A,578
8503129:0,8587651:0:B,578
8503129:0,8587651:0:C,578
8503129:0,8587651P,578
8503129:0,8587655,81
8503129:0,8590886,351
8503129:0,8590888,505
8503129:0,8590899,193
8503129:0,8594187,325
8503129:0,Parent8503129,0
8503129:0,Parent8587651,578
8503129:0:3,8503129:0,0
8503129:0:3,8503129:0:4,0
8503129:0:3,8503129P,0
8503129:0:3,8587651:0,578
8503129:0:3,8587651:0:A,578
8503129:0:3,8587651:0:B,578
8503129:0:3,8587651:0:C,578
8503129:0:3,8587651P,578
8503129:0:3,8587655,81
8503129:0:3,8590886,351
8503129:0:3,8590888,505
8503129:0:3,8590899,193
8503129:0:3,8594187,325
8503129:0:3,Parent8503129,0
8503129:0:3,Parent8587651,578
8503129:0:4,8503129:0,0
8503129:0:4,8503129:0:3,0
8503129:0:4,8503129P,0
8503129:0:4,8587651:0,578
8503129:0:4,8587651:0:A,578
8503129:0:4,8587651:0:B,578
8503129:0:4,8587651:0:C,578
8503129:0:4,8587651P,578
8503129:0:4,8587655,81
8503129:0:4,8590886,351
8503129:0:4,8590888,505
8503129:0:4,8590899,193
8503129:0:4,8594187,325
8503129:0:4,Parent8503129,0
8503129:0:4,Parent8587651,578
8503129P,8503129:0,0
8503129P,8503129:0:3,0
8503129P,8503129:0:4,0
8503129P,8587651:0,578
8503129P,8587651:0:A,578
8503129P,8587651:0:B,578
8503129P,8587651:0:C,578
8503129P,8587651P,578
8503129P,8587655,81
8503129P,8590886,351
8503129P,8590888,505
8503129P,8590899,193
8503129P,8594187,325
8503129P,Parent8503129,0
8503129P,Parent8587651,578
8503141:0,8503141:0:1,0
8503141:0,8503141:0:2,0
8503141:0,8503141P,0
8503141:0,Parent8503141,0
8503141:0:1,8503141:0,0
8503141:0:1,8503141:0:2,0
8503141:0:1,8503141P,0
8503141:0:1,Parent8503141,0
8503141:0:2,8503141:0,0
8503141:0:2,8503141:0:1,0
8503141:0:2,8503141P,0
8503141:0:2,Parent8503141,0
8503141P,8503141:0,0
8503141P,8503141:0:1,0
8503141P,8503141:0:2,0
8503141P,Parent8503141,0
8503147:0,8503147:0:1,0
8503147:0,8503147:0:2,0
8503147:0,8503147P,0
8503147:0,8590566,521
8503147:0,8591065,5
8503147:0,8591065:0,5
8503147:0,8591065:0:A,5
8503147:0,8591065:0:B,5
8503147:0,8591065:0:C,5
8503147:0,8591065:0:D,5
8503147:0,8591065:0:E,5
8503147:0,8591065P,5
8503147:0,8596113,599
8503147:0,Parent8503147,0
8503147:0,Parent8591065,5
8503147:0:1,8503147:0,0
8503147:0:1,8503147:0:2,0
8503147:0:1,8503147P,0
8503147:0:1,8590566,521
8503147:0:1,8591065,5
8503147:0:1,8591065:0,5
8503147:0:1,8591065:0:A,5
8503147:0:1,8591065:0:B,5
8503147:0:1,8591065:0:C,5
8503147:0:1,8591065:0:D,5
8503147:0:1,8591065:0:E,5
8503147:0:1,8591065P,5
8503147:0:1,8596113,599
8503147:0:1,Parent8503147,0
8503147:0:1,Parent8591065,5
8503147:0:2,8503147:0,0
8503147:0:2,8503147:0:1,0
8503147:0:2,8503147P,0
8503147:0:2,8590566,521
8503147:0:2,8591065,5
8503147:0:2,8591065:0,5
8503147:0:2,8591065:0:A,5
8503147:0:2,8591065:0:B,5
8503147:0:2,8591065:0:C,5
8503147:0:2,8591065:0:D,5
8503147:0:2,8591065:0:E,5
8503147:0:2,8591065P,5
8503147:0:2,8596113,599
8503147:0:2,Parent8503147,0
8503147:0:2,Parent8591065,5
8503147P,8503147:0,0
8503147P,8503147:0:1,0
8503147P,8503147:0:2,0
8503147P,8590566,521
8503147P,8591065,5
8503147P,8591065:0,5
8503147P,8591065:0:A,5
8503147P,8591065:0:B,5
